account_from;account_to;sender;receiver;amount;channel;currency;date;flag;location;transaction_type;transaction_id
Account 83;Account 96;Individuals 73;Individuals 86;6.31;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6299
Account 27;Account 14;Individuals 17;Fraudulent_individuals 4;20.77;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6300
Account 27;Account 14;Individuals 17;Fraudulent_individuals 4;22.27;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6301
Account 71;Account 62;Individuals 61;Individuals 52;10.65;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6302
Account 76;Account 91;Individuals 66;Individuals 81;52.77;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6303
Account 76;Account 8;Individuals 66;Businesses 8;9.89;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6304
Account 90;Account 61;Individuals 80;Individuals 51;18.59;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6305
Account 66;Account 70;Individuals 56;Individuals 60;9.14;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6306
Account 74;Account 59;Individuals 64;Individuals 49;39.66;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6307
Account 87;Account 72;Individuals 77;Individuals 62;20.05;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6308
Account 1;Account 6;Businesses 1;Businesses 6;264.06;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6309
Account 81;Account 26;Individuals 71;Individuals 16;172.12;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6310
Account 29;Account 76;Individuals 19;Individuals 66;34.21;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6311
Account 65;Account 86;Individuals 55;Individuals 76;79.7;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6312
Account 69;Account 81;Individuals 59;Individuals 71;87.72;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6313
Account 86;Account 14;Individuals 76;Fraudulent_individuals 4;17.85;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6314
Account 25;Account 40;Individuals 15;Individuals 30;66.16;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6315
Account 44;Account 60;Individuals 34;Individuals 50;113.32;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6316
Account 79;Account 29;Individuals 69;Individuals 19;51.76;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6317
Account 61;Account 11;Individuals 51;Fraudulent_individuals 1;12.25;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6318
Account 20;Account 24;Individuals 10;Individuals 14;96.9;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6319
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;311.15;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6320
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;914.51;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.1;6321
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1679.75;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.1;6322
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;2591.35;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6323
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1440.05;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6324
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;3445.17;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.1;6325
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;274.93;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6326
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;299.54;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.1;6327
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;2309.63;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.1;6328
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1219.42;LINK;GBP;31/03/2021 9:03;transaction;UK;0.1;6329
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;270.26;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6330
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;320.11;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6331
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1170.98;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6332
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1350.02;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.1;6333
Account 82;Account 46;Individuals 72;Individuals 36;0.91;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6334
Account 3;Account 9;Businesses 3;Businesses 9;101.49;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6335
Account 43;Account 2;Individuals 33;Businesses 2;58.42;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6336
Account 43;Account 10;Individuals 33;Fraudulent_individuals 0;4.27;FPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6337
Account 43;Account 10;Individuals 33;Fraudulent_individuals 0;1.38;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6338
Account 19;Account 97;Individuals 9;Individuals 87;33.39;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6339
Account 7;Account 37;Businesses 7;Individuals 27;3229.25;CHAPS;GBP;31/03/2021 9:03;transaction;UK;5;6340
Account 7;Account 9;Businesses 7;Businesses 9;5896.74;Bacs;GBP;31/03/2021 9:03;transaction;UK;1.2;6341
Account 7;Account 9;Businesses 7;Businesses 9;778.17;Paym;GBP;31/03/2021 9:03;transaction;UK;0.1;6342
Account 7;Account 9;Businesses 7;Businesses 9;325.44;Bacs;GBP;31/03/2021 9:03;transaction;UK;1.2;6343
Account 7;Account 9;Businesses 7;Businesses 9;1384.83;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.1;6344
Account 7;Account 9;Businesses 7;Businesses 9;1052.98;Bacs;GBP;31/03/2021 9:03;transaction;UK;5;6345
Account 72;Account 27;Individuals 62;Individuals 17;27.87;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6346
Account 99;Account 15;Individuals 89;Fraudulent_individuals 5;17.39;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6347
Account 9;Account 6;Businesses 9;Businesses 6;1434.73;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.1;6348
Account 9;Account 6;Businesses 9;Businesses 6;13.06;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6349
Account 9;Account 6;Businesses 9;Businesses 6;1062.85;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.1;6350
Account 9;Account 6;Businesses 9;Businesses 6;1598.52;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6351
Account 9;Account 6;Businesses 9;Businesses 6;1736.65;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6352
Account 9;Account 6;Businesses 9;Businesses 6;274.47;FPS;GBP;31/03/2021 9:03;transaction;UK;0.1;6353
Account 10;Account 83;Fraudulent_individuals 0;Individuals 73;5.34;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6354
Account 46;Account 52;Individuals 36;Individuals 42;67.89;FPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6355
Account 46;Account 52;Individuals 36;Individuals 42;51.02;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6356
Account 46;Account 52;Individuals 36;Individuals 42;32.39;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6357
Account 30;Account 66;Individuals 20;Individuals 56;58.49;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6358
Account 73;Account 62;Individuals 63;Individuals 52;0.94;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6359
Account 73;Account 62;Individuals 63;Individuals 52;3.53;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6360
Account 73;Account 62;Individuals 63;Individuals 52;3.58;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6361
Account 73;Account 62;Individuals 63;Individuals 52;29.36;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6362
Account 73;Account 62;Individuals 63;Individuals 52;0.92;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6363
Account 73;Account 62;Individuals 63;Individuals 52;0.91;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6364
Account 35;Account 78;Individuals 25;Individuals 68;45.81;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6365
Account 35;Account 78;Individuals 25;Individuals 68;30.87;FPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6366
Account 35;Account 78;Individuals 25;Individuals 68;124.39;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6367
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;7.54;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6368
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;18.36;FPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6369
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;7.52;FPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6370
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;26.11;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6371
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;19.3;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6372
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;0.16;CHAPS;GBP;31/03/2021 9:03;transaction;UK;0.2;6373
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;67.95;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6374
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;58.36;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6375
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;26.31;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6376
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;2.41;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6377
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;26.3;Bacs;GBP;31/03/2021 9:03;transaction;UK;0.2;6378
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;38.21;LINK;GBP;31/03/2021 9:03;transaction;UK;0.2;6379
Account 16;Account 7;Fraudulent_individuals 6;Businesses 7;3.48;Paym;GBP;31/03/2021 9:03;transaction;UK;0.2;6380
Account 16;Account 36;Fraudulent_individuals 6;Individuals 26;127.93;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6381
Account 54;Account 39;Individuals 44;Individuals 29;3.57;C&CCC;GBP;31/03/2021 9:03;transaction;UK;0.2;6382
Account 19;Account 97;Individuals 9;Individuals 87;3.53;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6383
Account 8;Account 4;Businesses 8;Businesses 4;2596.79;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6384
Account 39;Account 46;Individuals 29;Individuals 36;38.1;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6385
Account 2;Account 5;Businesses 2;Businesses 5;288.45;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6386
Account 2;Account 5;Businesses 2;Businesses 5;1537.75;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6387
Account 2;Account 5;Businesses 2;Businesses 5;712.63;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6388
Account 2;Account 5;Businesses 2;Businesses 5;219.72;Paym;GBP;1/04/2021 9:03;transaction;UK;0.1;6389
Account 2;Account 5;Businesses 2;Businesses 5;18.67;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6390
Account 2;Account 5;Businesses 2;Businesses 5;360.23;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6391
Account 2;Account 5;Businesses 2;Businesses 5;17.95;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6392
Account 2;Account 5;Businesses 2;Businesses 5;388.91;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6393
Account 2;Account 5;Businesses 2;Businesses 5;130.15;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6394
Account 2;Account 5;Businesses 2;Businesses 5;478.12;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6395
Account 2;Account 5;Businesses 2;Businesses 5;1063.66;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6396
Account 2;Account 5;Businesses 2;Businesses 5;1550.98;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6397
Account 2;Account 5;Businesses 2;Businesses 5;408.33;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6398
Account 2;Account 5;Businesses 2;Businesses 5;82155.99;LINK;GBP;1/04/2021 9:03;transaction;UK;2.2;6399
Account 4;Account 6;Businesses 4;Businesses 6;793.16;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6400
Account 4;Account 6;Businesses 4;Businesses 6;1020.26;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6401
Account 4;Account 6;Businesses 4;Businesses 6;161.8;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6402
Account 4;Account 6;Businesses 4;Businesses 6;614.95;Paym;GBP;1/04/2021 9:03;transaction;UK;0.1;6403
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;598.01;FPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6404
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;2193.98;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6405
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;71.8;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6406
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;19.11;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6407
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;28.04;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6408
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;114.89;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6409
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;109.84;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6410
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;19.86;Paym;GBP;1/04/2021 9:03;transaction;UK;0.2;6411
Account 15;Account 61;Fraudulent_individuals 5;Individuals 51;43.2;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6412
Account 3;Account 9;Businesses 3;Businesses 9;388.55;LINK;GBP;1/04/2021 9:03;transaction;UK;3.3;6413
Account 72;Account 27;Individuals 62;Individuals 17;50.99;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6414
Account 72;Account 27;Individuals 62;Individuals 17;6.51;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6415
Account 6;Account 8;Businesses 6;Businesses 8;760.07;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6416
Account 6;Account 8;Businesses 6;Businesses 8;656.55;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6417
Account 6;Account 8;Businesses 6;Businesses 8;390.78;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6418
Account 6;Account 8;Businesses 6;Businesses 8;296.68;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6419
Account 6;Account 8;Businesses 6;Businesses 8;964.08;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6420
Account 6;Account 8;Businesses 6;Businesses 8;449.92;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6421
Account 6;Account 8;Businesses 6;Businesses 8;462.53;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6422
Account 6;Account 8;Businesses 6;Businesses 8;313.57;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6423
Account 6;Account 8;Businesses 6;Businesses 8;2334.83;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6424
Account 6;Account 8;Businesses 6;Businesses 8;1188.49;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6425
Account 6;Account 8;Businesses 6;Businesses 8;1540.41;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6426
Account 6;Account 8;Businesses 6;Businesses 8;104.37;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6427
Account 6;Account 8;Businesses 6;Businesses 8;1328.99;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6428
Account 6;Account 70;Businesses 6;Individuals 60;1075.38;Bacs;GBP;1/04/2021 9:03;transaction;UK;5;6429
Account 6;Account 8;Businesses 6;Businesses 8;335.03;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6430
Account 6;Account 8;Businesses 6;Businesses 8;923.38;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6431
Account 6;Account 8;Businesses 6;Businesses 8;332.03;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.1;6432
Account 6;Account 8;Businesses 6;Businesses 8;219.74;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6433
Account 6;Account 8;Businesses 6;Businesses 8;73.59;LINK;GBP;1/04/2021 9:03;transaction;UK;0.1;6434
Account 6;Account 8;Businesses 6;Businesses 8;2596.3;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6435
Account 6;Account 8;Businesses 6;Businesses 8;1677.82;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6436
Account 6;Account 8;Businesses 6;Businesses 8;70.06;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6437
Account 6;Account 8;Businesses 6;Businesses 8;324.42;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6438
Account 6;Account 8;Businesses 6;Businesses 8;730.71;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6439
Account 6;Account 8;Businesses 6;Businesses 8;219.63;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.1;6440
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;6.36;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6441
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;58.23;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6442
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;39.72;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6443
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;16.58;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6444
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;47.95;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6445
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;17.73;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6446
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;48.69;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6447
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;3.57;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6448
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;88.47;LINK;GBP;1/04/2021 9:03;transaction;UK;0.2;6449
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;43.56;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6450
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;63.59;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6451
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;110.06;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6452
Account 13;Account 5;Fraudulent_individuals 3;Businesses 5;3.27;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6453
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;48.69;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6454
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;66.43;LINK;GBP;1/04/2021 9:03;transaction;UK;0.2;6455
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;2.45;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6456
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;109.65;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6457
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;6.28;Paym;GBP;1/04/2021 9:03;transaction;UK;0.2;6458
Account 20;Account 24;Individuals 10;Individuals 14;33.85;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6459
Account 91;Account 14;Individuals 81;Fraudulent_individuals 4;47.85;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.2;6460
Account 91;Account 6;Individuals 81;Businesses 6;15.57;LINK;GBP;1/04/2021 9:03;transaction;UK;0.2;6461
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;48.06;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6462
Account 18;Account 32;Fraudulent_individuals 8;Individuals 22;43.24;LINK;GBP;1/04/2021 9:03;transaction;UK;0.2;6463
Account 92;Account 75;Individuals 82;Individuals 65;2.42;LINK;GBP;1/04/2021 9:03;transaction;UK;0.2;6464
Account 92;Account 75;Individuals 82;Individuals 65;51;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6465
Account 92;Account 75;Individuals 82;Individuals 65;58.37;CHAPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6466
Account 92;Account 75;Individuals 82;Individuals 65;27.9;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6467
Account 92;Account 75;Individuals 82;Individuals 65;27.92;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6468
Account 92;Account 75;Individuals 82;Individuals 65;19.28;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6469
Account 92;Account 75;Individuals 82;Individuals 65;6.37;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6470
Account 92;Account 75;Individuals 82;Individuals 65;60.01;Bacs;GBP;1/04/2021 9:03;transaction;UK;0.2;6471
Account 92;Account 75;Individuals 82;Individuals 65;59.64;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6472
Account 92;Account 75;Individuals 82;Individuals 65;38.05;FPS;GBP;1/04/2021 9:03;transaction;UK;0.2;6473
Account 1;Account 6;Businesses 1;Businesses 6;368.44;LINK;GBP;1/04/2021 9:03;transaction;UK;3.3;6474
Account 1;Account 6;Businesses 1;Businesses 6;1558.19;C&CCC;GBP;1/04/2021 9:03;transaction;UK;0.1;6475
Account 3;Account 9;Businesses 3;Businesses 9;133.67;Paym;GBP;2/04/2021 9:03;transaction;UK;0.1;6476
Account 22;Account 7;Individuals 12;Businesses 7;32;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6477
Account 2;Account 5;Businesses 2;Businesses 5;2005.59;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.1;6478
Account 2;Account 5;Businesses 2;Businesses 5;939.73;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.1;6479
Account 2;Account 5;Businesses 2;Businesses 5;352.43;FPS;GBP;2/04/2021 9:03;transaction;UK;0.1;6480
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;385.04;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.1;6481
Account 0;Account 5;Fraudulent_businesses 0;Businesses 5;1577.36;FPS;GBP;2/04/2021 9:03;transaction;UK;0.1;6482
Account 28;Account 21;Individuals 18;Individuals 11;19.32;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6483
Account 28;Account 21;Individuals 18;Individuals 11;53.63;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6484
Account 28;Account 21;Individuals 18;Individuals 11;19.39;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6485
Account 28;Account 21;Individuals 18;Individuals 11;19.81;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6486
Account 28;Account 21;Individuals 18;Individuals 11;211.56;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6487
Account 28;Account 21;Individuals 18;Individuals 11;37.99;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6488
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;33.42;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6489
Account 13;Account 5;Fraudulent_individuals 3;Businesses 5;106.58;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6490
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;3.49;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6491
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;38.05;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6492
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;39.66;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6493
Account 13;Account 80;Fraudulent_individuals 3;Individuals 70;16.62;CHAPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6494
Account 26;Account 58;Individuals 16;Individuals 48;93.23;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6495
Account 26;Account 58;Individuals 16;Individuals 48;51;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6496
Account 5;Account 4;Businesses 5;Businesses 4;793.53;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.1;6497
Account 5;Account 4;Businesses 5;Businesses 4;19;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.1;6498
Account 5;Account 4;Businesses 5;Businesses 4;478.06;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.1;6499
Account 85;Account 13;Individuals 75;Fraudulent_individuals 3;17.8;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6500
Account 31;Account 66;Individuals 21;Individuals 56;114.15;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6501
Account 92;Account 75;Individuals 82;Individuals 65;109.67;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6502
Account 92;Account 75;Individuals 82;Individuals 65;17.73;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6503
Account 30;Account 66;Individuals 20;Individuals 56;26.06;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6504
Account 23;Account 65;Individuals 13;Individuals 55;19.85;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6505
Account 21;Account 41;Individuals 11;Individuals 31;59.45;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6506
Account 54;Account 39;Individuals 44;Individuals 29;58.86;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6507
Account 37;Account 78;Individuals 27;Individuals 68;3.49;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6508
Account 1;Account 6;Businesses 1;Businesses 6;4177.96;Bacs;GBP;2/04/2021 9:03;transaction;UK;1.2;6509
Account 66;Account 70;Individuals 56;Individuals 60;109.89;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6510
Account 20;Account 24;Individuals 10;Individuals 14;92.4;Paym;GBP;2/04/2021 9:03;transaction;UK;0.2;6511
Account 20;Account 24;Individuals 10;Individuals 14;18.85;LINK;GBP;2/04/2021 9:03;transaction;UK;0.2;6512
Account 20;Account 24;Individuals 10;Individuals 14;17.74;FPS;GBP;2/04/2021 9:03;transaction;UK;0.2;6513
Account 20;Account 24;Individuals 10;Individuals 14;19.14;C&CCC;GBP;2/04/2021 9:03;transaction;UK;0.2;6514
Account 20;Account 24;Individuals 10;Individuals 14;17.72;Bacs;GBP;2/04/2021 9:03;transaction;UK;0.2;6515
